Date,sentiment_mean,sentiment_count
2018-03-27,-0.00841835276849327,1116
2018-03-28,0.00277094014903463,1346
2018-03-29,0.005130263557441448,964
2018-03-31,0.005575290908221322,562
2018-04-02,0.00999856043912061,1341
2018-04-03,-0.00027916490056554405,2695
2018-04-05,-0.0036658812467547904,1332
2018-04-09,-0.005056393018673532,776
2018-04-10,-0.0029829017672228352,2091
2018-04-11,0.005102858573420042,1700
2018-04-12,-0.0017394738920628913,1975
2018-04-13,0.0011309235265305959,2462
2018-04-16,-0.00010852474980741817,1684
2018-04-17,-0.010583477219403552,2287
2018-04-18,-0.007066618402594682,1351
2018-04-19,0.0034940668587784907,1328
2018-04-20,-0.00433831414100676,1359
2018-04-23,0.0038703887795997873,1344
2018-04-24,-0.010938502517904292,1365
2018-04-25,-0.00853740137242442,2337
2018-04-26,-0.006419838997892118,2448
2018-04-27,-0.008885677913679509,2083
2018-04-30,0.006691041463958163,2476
2018-05-02,0.0005626498021024999,1733
2018-05-03,0.0006570719752013744,2728
2018-05-04,-0.0007669296242216836,2570
2018-05-07,0.0026993533350912167,1103
2018-05-08,0.0018514966082101036,1661
2018-05-09,0.003468524240186689,1745
2018-05-10,0.003263507821041736,1957
2018-05-11,0.008891871111978724,2686
2018-05-14,0.011391070722048738,1988
2018-05-15,0.016157492831926894,2461
2018-05-16,0.012400597567414377,1611
2018-05-17,0.013757326327335145,2087
2018-05-18,0.012465759744430403,2055
2018-05-21,0.004334199628264084,1778
2018-05-22,0.007788894213281756,1873
2018-05-23,0.002201438078588174,2311
2018-05-24,-0.00010607860937877923,1835
2018-05-25,0.014722292889387235,1939
2018-05-28,0.014624908674535907,1292
2018-05-29,-0.009940640878487443,2018
2018-05-30,-0.005699381876641468,1891
2018-05-31,-0.002165682857991563,1992
2018-06-01,0.012129995300796411,2159
2018-06-04,0.006872636676259185,1831
2018-06-05,0.003495786385207645,1688
2018-06-06,0.01420977401955108,1972
2018-06-07,0.00498104743853263,1970
2018-06-08,0.00804223930958205,2681
2018-06-11,0.013100847455089685,1314
2018-06-12,0.005921257761174334,1881
2018-06-13,0.004602346236221915,2025
2018-06-14,-0.0042146707247698745,1878
2018-06-15,-0.005482408272213799,2662
2018-06-19,-0.009176046175554916,2175
2018-06-20,-0.015578252605327294,1704
2018-06-21,-0.0003843431380008458,1760
2018-06-22,0.006116120465917221,1950
2018-06-25,-0.008589660765283662,1841
2018-06-26,-0.0164375502363776,1725
2018-06-27,-0.009482069828869179,2059
2018-06-28,-0.005863572631666158,1706
2018-06-29,-0.003289041670018824,2248
2018-07-02,-0.010643993983009727,1891
2018-07-03,-0.013093105936337553,1868
2018-07-04,-0.01624700266580496,1681
2018-07-05,-0.007357255699037968,2250
2018-07-06,-0.002425856609725708,1518
2018-07-09,-0.004164051213793923,1638
2018-07-10,0.0012031707018877575,1630
2018-07-11,-0.00717855738936971,1538
2018-07-12,0.005879166905977485,1466
2018-07-13,0.001179170165944,1680
2018-07-16,0.005137251103882693,1160
2018-07-17,0.010648533054895857,1649
2018-07-18,0.003570274406927175,1691
2018-07-19,-0.002855364408929455,1798
2018-07-20,-0.013046851276177407,2137
2018-07-23,-0.0041169029993779966,1883
2018-07-24,-0.0005713172385582382,1606
2018-07-25,0.011556648230438199,1724
2018-07-26,0.0012427574774070606,1687
2018-07-27,0.002490129619001704,1747
2018-07-30,-0.003848117661038982,1911
2018-07-31,-0.009951193018636157,1884
2018-08-01,0.005038359015266471,1552
2018-08-02,-0.00026360116172999585,2042
2018-08-03,0.0007221176873561886,2496
2018-08-06,0.0002838867590201542,1786
2018-08-07,0.0045378169372801615,2003
2018-08-08,0.00232020039801628,1992
2018-08-09,-0.001174273161532052,1536
2018-08-10,-0.0003236795021658181,2507
2018-08-13,-0.007769796418966225,2344
2018-08-14,-0.0036686425268764294,1959
2018-08-15,-0.011213526475133566,2614
2018-08-16,-0.014427065917492472,2193
2018-08-17,-0.008907840595195084,2244
2018-08-20,-0.0182822270287751,1754
2018-08-21,-0.005790163574564169,1846
2018-08-22,0.0007207422441702568,1624
2018-08-23,-0.012031738986725318,1845
2018-08-24,-0.008860796789272016,2309
2018-08-27,-0.011136881832489358,951
2018-08-28,-0.015260452208585235,1607
2018-08-29,-0.010200682601656243,1739
2018-08-30,-0.014959892185514988,1744
2018-08-31,-0.007935478206196429,1921
2018-09-03,-0.001158791085644583,1896
2018-09-04,-0.006454820435071349,2014
2018-09-05,-0.01183468621407929,1856
2018-09-06,-0.010762555935858618,2117
2018-09-07,-0.013519699762840946,2503
2018-09-10,-0.011993340819011685,2099
2018-09-11,-0.022857171127564718,2005
2018-09-12,-0.0031383029946948633,2398
2018-09-13,-0.008885778206427683,2044
2018-09-14,0.004383089693820922,2257
2018-09-17,-0.009731636463353023,1358
2018-09-18,-0.009730422166066037,1819
2018-09-19,-0.009100362226892226,1916
2018-09-20,-0.005745716500925699,1758
2018-09-21,0.0016526211921996147,2590
2018-09-25,0.002237322334120643,1106
2018-09-26,-0.0047573571440227705,1349
2018-09-27,-0.012342929267846994,1859
2018-09-28,-0.008818226215434176,1965
2018-10-01,-0.008650954483735996,1253
2018-10-02,-0.00970379567540909,1894
2018-10-03,-0.009555198053703706,1569
2018-10-04,-0.013947925465550237,2298
2018-10-05,-0.006376170779526003,2664
2018-10-08,-0.012518361576630247,2191
2018-10-09,-0.006958075812139269,2684
2018-10-11,-0.003406904625478626,2556
2018-10-12,-0.01411839961556441,2772
2018-10-15,-0.011840558576452408,1838
2018-10-16,-0.014219168640055782,2304
2018-10-17,-0.02602332091370072,2193
2018-10-18,-0.01629696511861272,2205
2018-10-19,-0.002791622515182195,2654
2018-10-22,-0.011399763156410229,1718
2018-10-23,-0.013450289791202287,2573
2018-10-24,-0.01010116172532866,2730
2018-10-25,-0.007535184230355086,2444
2018-10-26,-0.015524997602320352,2726
2018-10-29,-0.014677865239607296,2017
2018-10-30,-0.008158916137413647,2031
2018-10-31,-0.006467418292187043,2144
2018-11-01,-0.005395752568277468,2230
2018-11-02,-0.006845099281149416,2743
2018-11-05,0.001208153886979144,1921
2018-11-06,0.0017009874890070577,1728
2018-11-07,-0.0002648676271645316,2102
2018-11-08,0.005573655613215915,1964
2018-11-09,-0.0025903799613600093,2285
2018-11-12,-0.005611693866611657,2257
2018-11-13,0.0011297886224090855,2377
2018-11-14,-0.001195964335601218,1990
2018-11-15,-0.010604219288340846,2168
2018-11-16,-0.006435169971305158,1342
2018-11-19,0.0012673517529266517,2186
2018-11-20,-0.01158137267406604,2459
2018-11-21,-0.0025638825126674003,1897
2018-11-22,-0.0015868254574936437,1765
2018-11-23,-0.0019253774900419706,2687
2018-11-26,0.001942295894936245,2284
2018-11-27,-0.007870546442853656,1494
2018-11-28,0.006812930720144511,2011
2018-11-29,0.004386066120709093,1980
2018-11-30,0.014794028018662116,2459
2018-12-03,-0.00018912377104401975,2485
2018-12-04,0.0028186911190384344,2320
2018-12-05,-0.0034219643092319005,2034
2018-12-06,-0.008060030596590197,2646
2018-12-07,-0.012106872845241597,2475
2018-12-10,-0.014856307457185726,2700
2018-12-11,-0.009159620171822548,1907
2018-12-12,0.0021691394394593227,1578
2018-12-13,-0.012556371149918118,1697
2018-12-14,-0.0006161605663990436,2700
2018-12-17,-0.004607789764398892,2303
2018-12-18,-0.017320563150985683,1803
2018-12-19,-0.009064900175742501,1766
2018-12-20,-0.011981707157984517,2738
2018-12-21,-0.008772241328204474,2539
2018-12-22,-0.001759803153508118,1593
2018-12-24,-0.0037939502470271383,2229
2018-12-25,0.0013931812467576044,1861
2018-12-26,-0.014817203520322893,2644
2018-12-27,-0.010328775042406011,2656
2018-12-28,0.011091803347217263,2236
2019-01-02,-0.004534891696652249,2365
2019-01-03,-0.00617006160012357,2374
2019-01-04,-0.003392863157055072,2679
2019-01-07,0.0006533906107973576,1791
2019-01-08,0.001018566955955586,1467
2019-01-09,0.0038576715866753173,2251
2019-01-10,-0.004889642282909543,1845
2019-01-11,-0.0034158758878134374,1981
2019-01-14,0.0016274673368680578,1407
2019-01-15,-0.00018196171285295672,1723
2019-01-16,0.002234262870364558,1249
2019-01-17,-0.005937631692090545,2234
2019-01-18,0.004312608307670946,2317
2019-01-21,0.004092329522298406,1248
2019-01-22,-0.002254017917767884,1531
2019-01-23,0.005694153459298389,1615
2019-01-24,0.015285345552660435,1844
2019-01-25,0.00917414859220174,2475
2019-01-28,0.003142787091462142,1563
2019-01-29,0.004728742768902752,1619
2019-01-30,0.013984529144726896,2335
2019-02-01,0.008737264921919077,495
2019-02-03,0.005079610904852741,179
2019-02-04,-0.0021844969426670037,181
2019-02-05,0.017203424907930823,535
2019-02-08,-0.002342867202965944,945
2019-02-11,0.0081062871240627,1339
2019-02-12,0.012001896552527213,1704
2019-02-13,0.00547767361974755,1822
2019-02-14,0.01063817565064551,1936
2019-02-15,0.0027708667152032606,2110
2019-02-18,0.003262633831799296,1230
2019-02-19,0.00788679047201788,1883
2019-02-20,0.005825397669508297,2167
2019-02-21,-0.002645041941391439,2270
2019-02-22,0.0014287456764642153,1184
2019-02-25,0.003236048993625374,1192
2019-02-26,-0.0025316853112458564,1857
2019-02-27,-0.0020119235691881915,2541
2019-03-04,-0.0010056985071682787,2396
2019-03-05,-0.0015450865667619499,1272
2019-03-06,0.00404425856761163,1599
2019-03-07,-0.007666391013529879,2212
2019-03-08,-0.005988193978507795,2487
2019-03-11,0.0017435586437129563,1849
2019-03-12,-0.0031783814526490923,1837
2019-03-13,0.009579447366597365,1480
2019-03-14,0.007891107912751574,1505
2019-03-15,0.010707639926645729,2532
2019-03-18,0.01647885451880226,1670
2019-03-19,0.012096745543201518,1607
2019-03-20,0.009436906399802573,1699
2019-03-21,0.008339520761380665,1770
2019-03-22,-0.0041746284517298685,2694
2019-03-25,-0.0036195358224779726,2391
2019-03-26,0.000616893776805766,1828
2019-03-27,0.003860687221497943,1843
2019-03-28,-0.0016140670981775746,1766
2019-03-29,-0.00197685030919297,2556
2019-04-01,-0.0018546623021076561,800
2019-04-02,0.0028798441708142463,1506
2019-04-03,-0.003046903087345781,2238
2019-04-08,0.008649339452001175,1630
2019-04-09,0.0003095096904472725,1840
2019-04-10,0.006404863572967297,1732
2019-04-11,-0.00955441070022693,2050
2019-04-12,0.0015527006211906915,2592
2019-04-15,-0.00012681372975866588,1838
2019-04-16,0.0026235764869127934,1910
2019-04-17,0.003542104462044327,2097
2019-04-18,-0.013906358392583914,2125
2019-04-19,-0.010623237726004757,2003
2019-04-22,-0.00646071217577251,1552
2019-04-23,-0.008787730775703904,2178
2019-04-24,-0.004507341907933036,1910
2019-04-25,-0.005297533244280673,2228
2019-04-26,2.1145539903614687e-05,2155
2019-04-29,-0.0033697800154158957,1930
2019-04-30,-0.007021425509505079,2656
2019-05-02,-0.007421022980120702,2148
2019-05-03,0.0008361164250737416,2674
2019-05-06,-0.009898448934166639,1758
2019-05-07,-0.0036687655312582154,2643
2019-05-08,-0.0012115055569704618,2391
2019-05-09,-0.012026145584327911,2666
2019-05-10,-0.006469158123324329,2671
2019-05-13,-0.00209919058905409,2728
2019-05-14,-0.007074659900170433,2219
2019-05-15,-0.002695490571918447,1404
2019-05-16,-0.008873044249279975,2548
2019-05-17,-0.004508593305329805,2703
2019-05-20,-0.014141575414716874,2144
2019-05-21,-0.004985746369139768,1955
2019-05-22,-0.00415437120843293,1429
2019-05-23,-0.006556284385698741,2689
2019-05-24,0.004468445971594123,2334
2019-05-27,0.0009049085360719254,1580
2019-05-28,-0.00114500981763849,1896
2019-05-29,-0.0029285407786181867,2415
2019-05-30,-0.003247103453273603,2127
2019-05-31,-0.0029757748397497927,2699
2019-06-03,-0.011372081177851358,2087
2019-06-04,-0.01461709075994698,1647
2019-06-05,-0.00833178910043904,1771
2019-06-06,-0.00507256326993007,2639
2019-06-10,-0.0006352370768841814,1680
2019-06-11,-0.00688866344491679,1500
2019-06-12,-0.014163881068934306,1484
2019-06-13,0.002377007392090707,1330
2019-06-14,0.006156136846625328,1479
2019-06-17,-0.008654342866118925,1066
2019-06-18,-0.010317310246473947,1732
2019-06-19,0.00048716718797945437,1876
2019-06-20,0.005316225243480878,2257
2019-06-21,0.009211461826873353,2324
2019-06-24,0.0038250623637558698,1070
2019-06-25,-0.006014959697788048,1229
2019-06-26,-0.0006930062487219999,1103
2019-06-27,0.016593768573882853,1683
2019-06-28,0.00393944116150466,2122
2019-07-01,0.01146003661887009,1913
2019-07-02,0.019578813446271305,1666
2019-07-03,-0.00015815997244193324,1489
2019-07-04,0.01449451497349049,866
2019-07-05,0.006726190258028462,1648
2019-07-08,0.0006934194433804228,1477
2019-07-09,0.003757335046025474,1297
2019-07-10,0.01758558847933621,1602
2019-07-11,0.020483717944159114,1747
2019-07-12,0.018600715392512825,1780
2019-07-15,0.01986037056443304,1612
2019-07-16,0.01161611842647989,1449
2019-07-17,0.012535023780125644,1512
2019-07-18,0.01161042456194042,1604
2019-07-19,-0.0012716102420600548,1753
2019-07-22,0.020736791660172612,1648
2019-07-23,0.011389901491166438,1506
2019-07-24,0.01512842153543658,1579
2019-07-25,0.011530241988153212,1716
2019-07-26,0.013832092183350096,1719
2019-07-29,0.01080645195565982,1388
2019-07-30,-0.005769181956063257,1953
2019-07-31,0.001361052483391755,2147
2019-08-01,-0.0076945989431275955,2532
2019-08-02,-0.002129767796737173,2545
2019-08-05,-0.011636319150676137,2706
2019-08-06,-0.015371514096549261,2252
2019-08-07,-0.005729434314780481,2037
2019-08-08,-0.0118875050433533,2268
2019-08-09,-0.03041874050639341,87
2019-08-12,-0.0009621229413179872,1785
2019-08-13,-0.01983836172521124,2425
2019-08-14,-0.010692595354413978,2726
2019-08-15,-0.021830417278403295,2617
2019-08-16,0.011088804045098655,2269
2019-08-19,-0.0015375742451295205,1583
2019-08-20,-0.0073073254772019584,1402
2019-08-21,0.004559236516369457,1518
2019-08-22,-0.000938529884659233,1531
2019-08-23,-0.004922047051652221,2410
2019-08-26,-0.02008495193781109,2248
2019-08-27,-0.0034483425153588525,1457
2019-08-28,-0.00024245937045586538,1370
2019-08-29,0.0014332006926155044,1910
2019-08-30,-0.007231010084602589,2222
2019-09-02,0.011850877612581391,1568
2019-09-03,-0.010394665002617253,1812
2019-09-04,0.004270362764826881,2045
2019-09-05,0.0034522139143938163,2065
2019-09-06,0.006461122649533226,1991
2019-09-09,0.00851075102092507,1721
2019-09-10,-0.0035668068427485828,1741
2019-09-11,0.004957604740932313,1521
2019-09-12,0.006506484338653063,2318
2019-09-16,0.008211856499022169,1714
2019-09-17,0.006156586754534929,1313
2019-09-18,0.00529496003504731,1636
2019-09-19,0.007194045976944517,1381
2019-09-20,0.013446767558402736,1866
2019-09-23,0.014363338949254036,1288
2019-09-24,0.01266157984356286,1529
2019-09-25,0.0009345259265775621,1421
2019-09-26,-0.0030459254377474426,1534
2019-09-27,-0.006197154186223566,2673
2019-10-01,-0.0038295894153910224,1702
2019-10-02,0.00020419351907562726,2105
2019-10-03,-0.008570967221357166,1934
2019-10-04,0.007536773468932323,1603
2019-10-07,0.021658925634825923,1308
2019-10-08,0.001992961639261927,1821
2019-10-09,0.005476758172240432,2685
2019-10-14,0.00856754886455849,1710
2019-10-15,0.0031875977116779426,1496
2019-10-16,0.009020928653556706,1475
2019-10-17,0.011557464177631892,1738
2019-10-18,0.0019324493469737183,1654
2019-10-21,0.011331923816427537,1076
2019-10-22,0.01480203442053599,1553
2019-10-23,0.0032842873968152637,1411
2019-10-24,0.014728759604376643,1434
2019-10-25,0.005306175858521999,1900
2019-10-28,0.0021460814745536414,1184
2019-10-29,0.0002530893412753401,1671
