word,sentiment_score
 ,-0.0817874262820972
了,-0.14023291370106905
的,0.10087805777154309
，,-0.06701565586713425
是,0.002435981340099235
我,-0.07030226476655325
？,-0.10646731532043724
今天,0.21771207114169355
都,0.057288253864116005
就,0.03017638541383713
?,-0.07693563169630636
嗎,-0.06381430349550311
要,0.05329214576873902
~,-0.04164360773945672
在,-0.04587009030699096
!,0.0047894154390868745
有,0.08553018763674834
！,-0.1530844331861032
又,0.14886203697858216
買,0.07083429404336634
好,0.15245748028381392
啊,-0.2043481162574449
不,-0.23657405826239583
你,-0.08501080538392881
也,0.05789945438955722
=,-0.06684520197700135
...,-0.05024842704239882
沒,0.046605990162804596
吧,-0.10124127438821867
多,0.034211210601397514
啦,-0.08956925878033434
來,-0.10933652350960286
說,0.24160373068182556
看,0.005672240525919835
被,-0.2870585308145729
真的,0.13601935134705373
跟,0.06352576601920114
跌,-0.1302065663566635
賺,-0.013206555037331523
到,0.10313344354003809
會,0.08278549336626842
明天,0.20484069316792392
怎麼,-0.12172495267777052
GG,-0.07058523764770248
…,0.019259756743042807
XD,-0.23890674085672284
人,-0.19670753432957158
就是,0.10102839770063642
空,-0.0161401757956645
錢,-0.051733919738756386
台股,-0.07628851451486982
很,-0.007304615460086461
大,-0.16648698775737966
。,-0.08949341882024758
再,0.006997786420646902
～,-0.0529841000881845
QQ,-0.15122684050019614
漲,-0.10204735688437637
+,-0.0006392588346073153
死,-0.29668372703414014
老蘇,0.13991173165649481
喔,-0.05186677594843755
軍,-0.10200864668491505
阿,-0.09787832187253186
笑,-0.4118096326980906
去,0.010579955145572851
上,0.10226975387340063
拉,-0.08423406592358124
昨天,0.27107158117745744
等,0.04054886548790603
才,0.2407113929060398
賣,-0.2737316446472553
現在,0.1058805470437761
@,0.093528430587837
大家,0.1759721924387289
什麼,-0.1527483716723022
嘎,-0.10966167521762192
後,0.08981009338797935
做,0.13960237602860887
長榮,0.3024137508040054
..,-0.0918756109473948
外資,-0.01302395515234356
V,-0.054316974956890175
殺,-0.42110655427978394
對,-0.0022249803329176723
一堆,0.11809176616795228
有人,-0.16437749383188116
想,0.014771159459299084
他,-0.018225828454665947
美股,-0.09794530332072444
快,-0.009107141944080266
",",-0.13428284982980615
月,0.026845353123606575
惹,-0.2259485742733483
崩,-0.20482012806813665
這樣,-0.12136750452730066
漲停,0.055993295843235695
一下,-0.21069868170175743
誰,-0.05651032078024715
為,-0.05564561593781797
^,0.02721129304671952
-,0.04047992420797053
點,-0.07983752856694872
囉,-0.04412746507423307
老師,0.14948354349014417
吃,0.006008030631687667
股,0.09172009734649617
那,0.007478428172541021
自己,0.1882508663405485
....,-0.07130269462258247
跑,-0.3169590499595083
繼續,0.07112909302825474
99,-0.014735582979011754
.,-0.06592981868055914
散戶,-0.116637389621827
股票,0.0015014621121520755
下去,-0.3480102018377326
1,-0.004505002637936267
這麼,-0.2290586745907117
台,-0.17082923550137855
讓,-0.056265472659999545
下,-0.29771252576000723
小,-0.024462226188568734
比,-0.06190656514547285
是不是,0.09539773690390667
玩,-0.11609256429998392
(,-0.15928689348175154
起來,0.02132686663242828
2,0.03278723131251728
:,0.06494941822806101
可能,0.052273656230599104
高,-0.08086691476668148
/,-0.07184857102820963
萬,0.035609417092741916
一個,0.023605375983736052
航運,-0.0023653726176656115
嗚,-0.273007375857982
：,-0.0180974097996301
得,-0.037461504655273134
撿,0.044180429481892276
還在,0.10181770535541024
10,0.018689322198128546
每天,0.207921764558676
啥,-0.10851855391690163
喊,-0.1889186727081221
呢,-0.09111217583287688
這,0.05297366315305828
爆,-0.24791741349464955
完,-0.15078476573714905
到底,-0.13765785414570214
gg,-0.03909350506002105
怕,-0.16727344000707448
該,-0.03587503804369451
能,0.16557322904972518
話,0.02238097544038513
只有,0.20261762623854718
),-0.04043324154026639
出來,0.0723067507663549
還,0.181146857531406
大盤,-0.0428209112696205
跌停,-0.020494093096402904
搓,-0.06096451896788788
太,-0.17082398304408744
個,-0.10503572291567798
小道,0.060451124659864804
進場,-0.00440390676319909
塊,-0.06442444826160022
把,-0.0030576595405422476
